,SO,dumb,SB,CS
27297,10,1.0,2,1
27298,4,1.0,0,0
27299,8,1.0,0,1
27300,12,1.0,1,0
27301,4,1.0,0,2
27302,5,1.0,0,0
27303,5,1.0,1,0
27304,5,1.0,0,0
27305,11,1.0,1,0
27306,5,1.0,1,1
27307,4,1.0,1,1
27308,8,1.0,3,1
27309,7,1.0,3,1
27310,4,1.0,2,0
27311,5,1.0,0,0
27312,4,1.0,2,0
27313,8,1.0,2,0
27314,8,1.0,3,0
27315,12,1.0,0,1
27316,4,1.0,1,0
27317,7,1.0,0,0
27318,10,1.0,1,0
27319,4,1.0,1,0
27320,7,1.0,2,0
27321,5,1.0,0,0
27322,3,1.0,0,0
27323,6,1.0,5,0
27324,3,1.0,3,0
27325,6,1.0,0,0
27326,10,1.0,0,0
27327,6,1.0,1,0
27328,7,1.0,2,1
27329,7,1.0,2,0
27330,3,1.0,0,0
27331,5,1.0,1,0
27332,10,1.0,1,0
27333,3,1.0,0,0
27334,8,1.0,0,0
27335,5,1.0,1,0
27336,2,1.0,0,1
27337,6,1.0,0,0
27338,5,1.0,1,1
27339,4,1.0,0,1
27340,9,1.0,0,0
27341,4,1.0,0,0
27342,8,1.0,3,0
27343,5,1.0,0,0
27344,7,1.0,0,2
27345,5,1.0,1,0
27346,11,1.0,5,2
27347,11,1.0,0,0
27348,5,1.0,3,0
27349,6,1.0,1,0
27350,9,1.0,0,1
27351,4,1.0,2,0
27352,4,1.0,1,0
27353,7,1.0,0,0
27354,5,1.0,2,0
27355,6,1.0,0,0
27356,3,1.0,1,0
27357,9,1.0,2,0
27358,4,1.0,0,0
27359,5,1.0,2,0
27360,3,1.0,2,2
27361,5,1.0,0,0
27362,6,1.0,1,1
27363,10,1.0,1,1
27364,6,1.0,1,0
27365,5,1.0,0,0
27366,5,1.0,3,1
27367,9,1.0,2,0
27368,8,1.0,3,0
27369,6,1.0,1,0
27370,5,1.0,0,0
27371,9,1.0,0,0
27372,14,1.0,1,3
27373,9,1.0,0,0
27374,5,1.0,1,1
27375,2,1.0,1,0
27376,7,1.0,1,0
27377,4,1.0,3,0
27378,3,1.0,0,0
27379,9,1.0,0,1
27380,5,1.0,2,1
27381,6,1.0,0,1
27382,3,1.0,0,0
27383,6,1.0,0,0
27384,7,1.0,2,0
27385,12,1.0,0,0
27386,3,1.0,2,2
27387,3,1.0,0,0
27388,3,1.0,0,0
27389,5,1.0,1,0
27390,1,1.0,0,2
27391,8,1.0,3,0
27392,4,1.0,0,1
27393,4,1.0,0,0
27394,3,1.0,0,0
27395,8,1.0,0,0
27396,9,1.0,4,0
27397,4,1.0,1,0
27398,10,1.0,0,0
27399,4,1.0,0,1
27400,7,1.0,0,1
27401,3,1.0,1,0
27402,7,1.0,0,0
27403,3,1.0,0,2
27404,7,1.0,0,1
27405,7,1.0,0,0
27406,9,1.0,1,0
27407,7,1.0,0,0
27408,5,1.0,0,0
27409,6,1.0,1,0
27410,5,1.0,1,0
27411,8,1.0,1,0
27412,8,1.0,4,4
27413,6,1.0,0,0
27414,9,1.0,1,1
27415,3,1.0,0,0
27416,6,1.0,0,0
27417,2,1.0,0,0
27418,11,1.0,1,1
27419,10,1.0,1,0
27420,5,1.0,1,0
27421,4,1.0,1,0
27422,5,1.0,1,1
27423,2,1.0,0,0
27424,6,1.0,3,0
27425,10,1.0,0,0
27426,5,1.0,1,0
27427,8,1.0,0,0
27428,5,1.0,1,2
27429,3,1.0,2,0
27430,11,1.0,0,0
27431,5,1.0,0,1
27432,2,1.0,1,0
27433,3,1.0,0,0
27434,5,1.0,3,0
27435,3,1.0,0,0
27436,7,1.0,1,0
27437,4,1.0,0,0
27438,8,1.0,0,0
27439,2,1.0,0,0
27440,5,1.0,0,0
27441,6,1.0,1,0
27442,5,1.0,1,0
27443,8,1.0,0,1
27444,0,1.0,0,0
27445,5,1.0,1,0
27446,8,1.0,2,1
27447,5,1.0,1,0
27448,10,1.0,0,0
27449,6,1.0,0,0
27450,11,1.0,0,0
27451,6,1.0,0,1
27452,7,1.0,1,0
27453,7,1.0,0,1
27454,5,1.0,0,0
27455,8,1.0,0,0
27456,5,1.0,0,0
27457,5,1.0,3,0
27458,2,1.0,0,0
27459,5,1.0,0,0
27460,6,1.0,3,0
27461,6,1.0,0,0
27462,7,1.0,1,0
27463,4,1.0,0,1
27464,5,1.0,1,0
27465,8,1.0,1,3
27466,3,1.0,0,1
27467,3,1.0,3,0
27468,8,1.0,1,0
27469,4,1.0,1,0
27470,7,1.0,0,0
27471,1,1.0,0,0
27472,2,1.0,1,0
27473,3,1.0,0,0
27474,6,1.0,0,0
27475,4,1.0,0,0
27476,5,1.0,2,0
27477,7,1.0,3,0
27478,10,1.0,0,0
27479,7,1.0,0,1
27480,3,1.0,0,1
27481,5,1.0,2,0
27482,2,1.0,2,0
27483,6,1.0,0,0
27484,9,1.0,0,1
27485,4,1.0,0,0
27486,6,1.0,1,1
27487,5,1.0,0,0
27488,3,1.0,0,0
27489,8,1.0,0,0
27490,4,1.0,2,0
27491,4,1.0,0,0
27492,2,1.0,0,0
27493,6,1.0,0,0
27494,4,1.0,0,0
27495,8,1.0,1,0
27496,6,1.0,0,0
27497,2,1.0,1,0
27498,2,1.0,0,0
27499,7,1.0,0,0
27500,3,1.0,0,0
27501,3,1.0,0,0
27502,11,1.0,1,0
27503,5,1.0,1,0
27504,8,1.0,2,0
27505,10,1.0,4,2
27506,4,1.0,1,0
27507,4,1.0,2,0
27508,6,1.0,1,0
27509,5,1.0,0,0
27510,6,1.0,0,0
27511,11,1.0,1,0
27512,4,1.0,0,0
27513,1,1.0,0,0
27514,3,1.0,0,0
27515,6,1.0,0,0
27516,8,1.0,2,0
27517,2,1.0,0,0
27518,7,1.0,2,1
27519,7,1.0,2,2
27520,3,1.0,0,1
27521,4,1.0,0,1
27522,7,1.0,0,0
27523,6,1.0,0,1
27524,9,1.0,2,1
27525,1,1.0,0,0
27526,10,1.0,1,0
27527,5,1.0,0,0
27528,1,1.0,0,0
27529,2,1.0,0,1
27530,5,1.0,1,1
27531,4,1.0,3,0
27532,4,1.0,2,0
27533,4,1.0,0,0
27534,5,1.0,1,0
27535,1,1.0,0,0
27536,6,1.0,2,1
27537,10,1.0,1,0
27538,3,1.0,0,0
27539,3,1.0,0,0
27540,4,1.0,0,1
27541,4,1.0,0,0
27542,6,1.0,0,0
27543,6,1.0,2,0
27544,7,1.0,1,0
27545,2,1.0,0,0
27546,3,1.0,2,0
27547,5,1.0,0,0
27548,9,1.0,4,1
27549,5,1.0,3,1
27550,12,1.0,1,1
27551,3,1.0,0,0
27552,7,1.0,0,1
27553,6,1.0,3,0
27554,1,1.0,0,0
27555,6,1.0,2,0
27556,3,1.0,0,0
27557,6,1.0,0,0
27558,10,1.0,0,0
27559,8,1.0,1,0
27560,2,1.0,0,0
27561,6,1.0,1,0
27562,5,1.0,1,2
27563,4,1.0,0,1
27564,6,1.0,0,0
27565,1,1.0,0,0
27566,9,1.0,0,1
27567,4,1.0,0,0
27568,7,1.0,0,0
27569,7,1.0,0,0
27570,7,1.0,0,0
27571,1,1.0,2,0
27572,4,1.0,0,0
27573,6,1.0,0,0
27574,6,1.0,0,0
27575,4,1.0,1,0
27576,10,1.0,1,0
27577,3,1.0,0,0
27578,4,1.0,0,0
27579,1,1.0,1,0
27580,3,1.0,0,0
27581,2,1.0,0,0
27582,5,1.0,0,0
27583,10,1.0,0,1
27584,8,1.0,1,1
27585,2,1.0,0,1
27586,3,1.0,0,0
27587,3,1.0,1,0
27588,3,1.0,0,0
27589,5,1.0,2,1
27590,7,1.0,0,0
27591,2,1.0,1,1
27592,5,1.0,0,0
27593,5,1.0,1,0
27594,9,1.0,1,1
27595,3,1.0,0,0
27596,3,1.0,0,1
27597,7,1.0,1,0
27598,5,1.0,0,0
27599,7,1.0,0,1
27600,7,1.0,1,0
27601,4,1.0,1,0
27602,9,1.0,0,0
27603,3,1.0,2,0
27604,4,1.0,0,0
27605,6,1.0,0,1
27606,5,1.0,0,0
27607,1,1.0,1,2
27608,4,1.0,1,0
27609,8,1.0,1,0
27610,5,1.0,0,0
27611,5,1.0,0,0
27612,6,1.0,0,0
27613,4,1.0,2,0
27614,8,1.0,1,1
27615,3,1.0,1,0
27616,2,1.0,0,1
27617,4,1.0,1,0
27618,2,1.0,0,0
27619,4,1.0,0,0
27620,4,1.0,3,0
27621,7,1.0,0,0
27622,4,1.0,0,0
27623,3,1.0,0,1
27624,3,1.0,1,1
27625,4,1.0,0,1
27626,5,1.0,0,2
27627,6,1.0,2,0
27628,6,1.0,2,0
27629,3,1.0,0,0
27630,5,1.0,2,0
27631,8,1.0,3,0
27632,4,1.0,1,0
27633,1,1.0,0,0
27634,4,1.0,0,0
27635,2,1.0,0,1
27636,7,1.0,0,0
27637,10,1.0,0,0
27638,3,1.0,0,0
27639,5,1.0,0,0
27640,7,1.0,2,0
27641,6,1.0,1,0
27642,6,1.0,0,0
27643,10,1.0,1,1
27644,4,1.0,0,0
27645,7,1.0,2,0
27646,6,1.0,0,0
27647,3,1.0,0,0
27648,8,1.0,0,0
27649,3,1.0,0,0
27650,7,1.0,1,0
27651,8,1.0,2,0
27652,2,1.0,0,1
27653,4,1.0,0,0
27654,4,1.0,1,1
27655,9,1.0,1,0
27656,2,1.0,0,0
27657,0,1.0,0,0
27658,7,1.0,1,0
27659,7,1.0,0,0
27660,7,1.0,1,0
27661,3,1.0,1,0
27662,2,1.0,0,0
27663,4,1.0,0,0
27664,9,1.0,0,1
27665,4,1.0,2,0
27666,10,1.0,1,0
27667,2,1.0,1,1
27668,4,1.0,0,1
27669,7,1.0,3,0
27670,9,1.0,0,1
27671,6,1.0,0,1
27672,8,1.0,0,1
27673,3,1.0,1,1
27674,8,1.0,1,0
27675,4,1.0,3,1
27676,7,1.0,5,0
27677,6,1.0,0,0
27678,4,1.0,0,0
27679,8,1.0,0,0
27680,8,1.0,0,0
27681,6,1.0,0,0
27682,2,1.0,0,0
27683,2,1.0,4,0
27684,1,1.0,0,0
27685,8,1.0,0,0
27686,6,1.0,0,0
27687,4,1.0,2,0
27688,6,1.0,1,0
27689,9,1.0,0,1
27690,5,1.0,0,1
27691,11,1.0,1,0
27692,7,1.0,0,0
27693,5,1.0,0,0
27694,14,1.0,3,1
27695,8,1.0,1,1
27696,6,1.0,0,0
27697,7,1.0,0,0
27698,6,1.0,2,0
27699,10,1.0,0,0
27700,9,1.0,1,0
27701,2,1.0,1,1
27702,7,1.0,2,1
27703,5,1.0,3,0
27704,7,1.0,1,1
27705,11,1.0,1,0
27706,6,1.0,2,1
27707,4,1.0,2,1
27708,7,1.0,0,0
27709,3,1.0,0,1
27710,2,1.0,0,0
27711,5,1.0,1,0
27712,2,1.0,0,0
27713,3,1.0,2,0
27714,6,1.0,0,0
27715,2,1.0,1,0
27716,14,1.0,1,0
27717,13,1.0,2,0
27718,5,1.0,1,0
27719,5,1.0,1,0
27720,4,1.0,0,0
27721,5,1.0,1,0
27722,3,1.0,1,0
27723,6,1.0,3,0
27724,6,1.0,0,1
27725,4,1.0,0,0
27726,8,1.0,3,1
27727,11,1.0,0,0
27728,7,1.0,0,0
27729,1,1.0,0,0
27730,4,1.0,1,1
27731,4,1.0,0,0
27732,4,1.0,0,1
27733,6,1.0,0,0
27734,6,1.0,1,0
27735,2,1.0,3,0
27736,4,1.0,0,1
27737,5,1.0,0,0
27738,7,1.0,1,0
27739,2,1.0,1,0
27740,5,1.0,2,1
27741,5,1.0,0,1
27742,6,1.0,0,0
27743,8,1.0,0,0
27744,8,1.0,0,2
27745,4,1.0,0,0
27746,7,1.0,0,0
27747,7,1.0,1,0
27748,5,1.0,0,0
27749,7,1.0,1,1
27750,6,1.0,3,1
27751,14,1.0,1,1
27752,11,1.0,2,0
27753,5,1.0,0,0
27754,4,1.0,0,0
27755,5,1.0,1,0
27756,5,1.0,1,1
27757,2,1.0,0,0
27758,6,1.0,1,0
27759,4,1.0,0,0
27760,6,1.0,1,0
27761,6,1.0,0,2
27762,4,1.0,1,0
27763,4,1.0,2,0
27764,5,1.0,0,1
27765,8,1.0,0,0
27766,2,1.0,1,1
27767,10,1.0,1,0
27768,8,1.0,3,0
27769,4,1.0,0,1
27770,4,1.0,0,0
27771,3,1.0,0,0
27772,8,1.0,3,0
27773,4,1.0,1,0
27774,6,1.0,0,0
27775,4,1.0,1,0
27776,3,1.0,0,0
27777,2,1.0,0,0
27778,9,1.0,1,0
27779,15,1.0,0,0
27780,7,1.0,0,2
27781,5,1.0,1,1
27782,2,1.0,0,1
27783,2,1.0,2,1
27784,10,1.0,0,1
27785,7,1.0,0,0
27786,4,1.0,2,0
27787,4,1.0,1,0
27788,3,1.0,1,1
27789,7,1.0,1,0
27790,11,1.0,2,2
27791,11,1.0,0,1
27792,7,1.0,3,0
27793,7,1.0,2,1
27794,10,1.0,4,0
27795,7,1.0,2,0
27796,4,1.0,1,0
27797,6,1.0,3,0
27798,6,1.0,0,1
27799,3,1.0,3,0
27800,5,1.0,1,0
27801,4,1.0,0,0
27802,12,1.0,2,0
27803,4,1.0,2,1
27804,9,1.0,1,0
27805,5,1.0,0,0
27806,11,1.0,2,1
27807,4,1.0,2,1
27808,10,1.0,1,0
27809,11,1.0,3,1
27810,5,1.0,1,0
27811,6,1.0,1,0
27812,5,1.0,1,1
27813,2,1.0,0,1
27814,8,1.0,1,1
27815,6,1.0,1,0
27816,9,1.0,0,1
27817,5,1.0,1,2
27818,5,1.0,0,0
27819,8,1.0,2,1
27820,10,1.0,2,0
27821,5,1.0,1,0
27822,8,1.0,0,1
27823,6,1.0,0,0
27824,9,1.0,1,0
27825,4,1.0,0,0
27826,7,1.0,1,1
27827,8,1.0,4,0
27828,6,1.0,1,0
27829,2,1.0,0,0
27830,3,1.0,0,1
27831,8,1.0,2,1
27832,2,1.0,0,0
27833,11,1.0,1,1
27834,7,1.0,0,1
27835,4,1.0,0,2
27836,10,1.0,2,0
27837,6,1.0,1,2
27838,3,1.0,0,1
27839,4,1.0,1,0
27840,6,1.0,1,0
27841,6,1.0,1,2
27842,4,1.0,0,0
27843,6,1.0,0,0
27844,3,1.0,1,0
27845,6,1.0,0,0
27846,3,1.0,0,0
27847,8,1.0,1,0
27848,3,1.0,0,1
27849,1,1.0,0,1
27850,5,1.0,0,0
27851,6,1.0,1,0
27852,2,1.0,0,1
27853,7,1.0,0,0
27854,4,1.0,0,0
27855,4,1.0,0,0
27856,5,1.0,2,0
27857,7,1.0,0,0
27858,5,1.0,1,0
27859,8,1.0,3,0
27860,8,1.0,1,0
27861,7,1.0,0,0
27862,3,1.0,0,1
27863,5,1.0,0,0
27864,9,1.0,4,1
27865,5,1.0,0,0
27866,7,1.0,0,0
27867,6,1.0,0,0
27868,3,1.0,0,0
27869,5,1.0,0,0
27870,4,1.0,0,0
27871,6,1.0,6,0
27872,7,1.0,1,0
27873,4,1.0,2,0
27874,9,1.0,0,1
27875,5,1.0,1,0
27876,8,1.0,0,0
27877,3,1.0,0,0
27878,5,1.0,0,0
27879,11,1.0,0,0
27880,6,1.0,0,0
27881,1,1.0,2,0
27882,7,1.0,0,0
27883,7,1.0,1,0
27884,5,1.0,2,0
27885,3,1.0,0,0
27886,9,1.0,0,0
27887,3,1.0,1,0
27888,6,1.0,2,1
27889,4,1.0,1,0
27890,5,1.0,0,0
27891,4,1.0,1,0
27892,4,1.0,0,0
27893,4,1.0,0,0
27894,6,1.0,0,1
27895,6,1.0,1,0
27896,4,1.0,0,0
27897,5,1.0,1,1
27898,10,1.0,0,2
27899,10,1.0,1,0
27900,6,1.0,0,1
27901,7,1.0,3,0
27902,9,1.0,1,0
27903,7,1.0,0,0
27904,2,1.0,0,1
27905,8,1.0,0,0
27906,4,1.0,0,0
27907,3,1.0,1,1
27908,3,1.0,1,0
27909,4,1.0,0,1
27910,8,1.0,1,0
27911,7,1.0,1,0
27912,5,1.0,2,0
27913,1,1.0,1,0
27914,5,1.0,2,0
27915,8,1.0,1,0
27916,3,1.0,0,0
27917,7,1.0,0,0
27918,7,1.0,0,0
27919,2,1.0,0,0
27920,4,1.0,0,0
27921,8,1.0,0,0
27922,4,1.0,0,0
27923,3,1.0,1,1
27924,9,1.0,2,1
27925,8,1.0,0,0
27926,9,1.0,1,1
27927,3,1.0,0,0
27928,6,1.0,0,0
27929,3,1.0,3,2
27930,6,1.0,0,0
27931,5,1.0,2,0
27932,7,1.0,0,1
27933,4,1.0,1,0
27934,6,1.0,1,0
27935,7,1.0,1,2
27936,9,1.0,2,0
27937,5,1.0,0,0
27938,4,1.0,0,0
27939,5,1.0,0,0
27940,6,1.0,2,2
27941,8,1.0,1,0
27942,7,1.0,0,0
27943,8,1.0,0,0
27944,8,1.0,0,0
27945,7,1.0,0,0
27946,10,1.0,1,0
27947,6,1.0,0,0
27948,4,1.0,2,0
27949,1,1.0,0,2
27950,4,1.0,1,0
27951,5,1.0,0,0
27952,5,1.0,0,0
27953,1,1.0,0,0
27954,5,1.0,0,0
27955,8,1.0,1,1
27956,2,1.0,2,0
27957,4,1.0,4,0
27958,6,1.0,0,0
27959,4,1.0,2,1
27960,5,1.0,0,0
27961,5,1.0,2,1
27962,4,1.0,0,0
27963,4,1.0,0,0
27964,7,1.0,0,0
27965,1,1.0,1,0
27966,6,1.0,0,0
27967,7,1.0,1,0
27968,4,1.0,0,0
27969,6,1.0,0,0
27970,4,1.0,1,1
27971,9,1.0,0,0
27972,4,1.0,3,0
27973,0,1.0,0,0
27974,2,1.0,0,0
27975,2,1.0,0,0
27976,4,1.0,0,0
27977,6,1.0,1,1
27978,5,1.0,4,0
27979,5,1.0,0,0
27980,6,1.0,0,1
27981,7,1.0,1,0
27982,6,1.0,2,0
27983,4,1.0,0,1
27984,9,1.0,1,0
27985,9,1.0,2,0
27986,7,1.0,1,1
27987,4,1.0,0,0
27988,5,1.0,0,0
27989,6,1.0,0,1
27990,6,1.0,0,1
27991,6,1.0,1,0
27992,2,1.0,1,0
27993,4,1.0,1,2
27994,4,1.0,1,0
27995,2,1.0,0,0
27996,4,1.0,1,0
27997,8,1.0,1,0
27998,7,1.0,3,1
27999,6,1.0,0,0
28000,5,1.0,2,0
28001,3,1.0,2,1
28002,3,1.0,0,0
28003,6,1.0,0,0
28004,5,1.0,2,0
28005,7,1.0,2,0
28006,4,1.0,0,0
28007,3,1.0,1,1
28008,4,1.0,1,1
28009,4,1.0,0,0
28010,6,1.0,0,0
28011,5,1.0,0,0
28012,3,1.0,0,0
28013,6,1.0,0,0
28014,7,1.0,0,2
28015,7,1.0,0,0
28016,7,1.0,0,1
28017,2,1.0,0,0
28018,7,1.0,2,0
28019,4,1.0,1,1
28020,5,1.0,0,0
28021,5,1.0,2,0
28022,5,1.0,0,1
28023,6,1.0,0,0
28024,3,1.0,0,0
28025,2,1.0,0,0
28026,6,1.0,1,0
28027,4,1.0,1,0
28028,5,1.0,0,0
28029,6,1.0,0,1
28030,9,1.0,0,1
28031,5,1.0,0,0
28032,8,1.0,0,1
28033,4,1.0,0,0
28034,11,1.0,3,1
28035,8,1.0,1,0
28036,6,1.0,0,0
28037,7,1.0,0,0
28038,4,1.0,0,0
28039,1,1.0,0,1
28040,8,1.0,0,0
28041,3,1.0,1,0
28042,5,1.0,1,0
28043,0,1.0,0,2
28044,5,1.0,1,0
28045,5,1.0,0,0
28046,9,1.0,1,1
28047,8,1.0,0,0
28048,10,1.0,0,0
28049,0,1.0,0,0
28050,11,1.0,0,1
28051,6,1.0,2,0
28052,8,1.0,1,2
28053,10,1.0,1,2
28054,4,1.0,0,0
28055,4,1.0,0,1
28056,4,1.0,2,2
28057,4,1.0,1,0
28058,5,1.0,0,0
28059,5,1.0,0,1
28060,7,1.0,0,0
28061,5,1.0,2,1
28062,6,1.0,0,0
28063,9,1.0,0,0
28064,7,1.0,0,0
28065,12,1.0,1,0
28066,4,1.0,2,0
28067,3,1.0,0,1
28068,5,1.0,1,0
28069,8,1.0,0,0
28070,6,1.0,0,0
28071,9,1.0,0,1
28072,7,1.0,1,1
28073,6,1.0,0,1
28074,6,1.0,0,0
28075,7,1.0,0,0
28076,5,1.0,0,3
28077,7,1.0,0,1
28078,9,1.0,0,0
28079,11,1.0,0,0
28080,5,1.0,0,1
28081,4,1.0,1,0
28082,2,1.0,2,2
28083,9,1.0,0,0
28084,4,1.0,0,1
28085,8,1.0,1,0
28086,7,1.0,0,0
28087,2,1.0,1,1
28088,7,1.0,1,0
28089,4,1.0,1,0
28090,5,1.0,1,0
28091,5,1.0,1,1
28092,3,1.0,0,0
28093,2,1.0,1,1
28094,6,1.0,1,0
28095,5,1.0,1,0
28096,9,1.0,0,0
28097,5,1.0,1,1
28098,11,1.0,1,0
28099,6,1.0,0,1
28100,2,1.0,0,0
28101,5,1.0,0,0
28102,8,1.0,1,0
28103,6,1.0,0,1
28104,4,1.0,1,0
28105,6,1.0,0,0
28106,5,1.0,0,0
28107,6,1.0,0,0
28108,6,1.0,1,0
28109,2,1.0,0,0
28110,6,1.0,0,0
28111,6,1.0,0,0
28112,7,1.0,5,1
28113,8,1.0,0,0
28114,4,1.0,1,0
28115,4,1.0,0,0
28116,2,1.0,0,1
28117,6,1.0,1,0
28118,4,1.0,0,1
28119,5,1.0,1,0
28120,5,1.0,0,0
28121,5,1.0,0,0
28122,5,1.0,0,1
28123,4,1.0,0,1
28124,8,1.0,2,0
28125,6,1.0,0,0
28126,5,1.0,0,0
28127,1,1.0,0,0
28128,5,1.0,5,2
28129,9,1.0,1,0
28130,6,1.0,2,0
28131,7,1.0,1,0
28132,5,1.0,3,0
28133,4,1.0,2,1
28134,8,1.0,2,0
28135,7,1.0,4,2
28136,3,1.0,3,1
28137,12,1.0,0,1
28138,5,1.0,0,1
28139,2,1.0,0,0
28140,8,1.0,0,0
28141,6,1.0,0,0
28142,9,1.0,0,0
28143,4,1.0,3,0
28144,4,1.0,0,1
28145,10,1.0,0,0
28146,5,1.0,0,0
28147,6,1.0,1,0
28148,6,1.0,1,1
28149,4,1.0,0,0
28150,5,1.0,3,2
28151,4,1.0,0,0
28152,7,1.0,3,0
28153,6,1.0,0,0
28154,4,1.0,1,0
28155,2,1.0,1,0
28156,2,1.0,0,0
28157,3,1.0,0,2
28158,6,1.0,0,0
28159,8,1.0,4,2
28160,5,1.0,1,0
28161,5,1.0,1,0
28162,3,1.0,3,2
28163,4,1.0,0,0
28164,8,1.0,0,0
28165,8,1.0,0,0
28166,6,1.0,1,1
28167,5,1.0,1,0
28168,1,1.0,1,1
28169,4,1.0,1,0
28170,8,1.0,0,0
28171,2,1.0,1,0
28172,7,1.0,0,0
28173,6,1.0,0,0
28174,7,1.0,1,0
28175,3,1.0,0,0
28176,5,1.0,0,0
28177,8,1.0,0,1
28178,3,1.0,0,0
28179,3,1.0,1,0
28180,10,1.0,0,0
28181,4,1.0,1,0
28182,2,1.0,1,1
28183,12,1.0,0,1
28184,4,1.0,1,0
28185,6,1.0,0,0
28186,5,1.0,1,1
28187,3,1.0,0,0
28188,2,1.0,0,0
28189,5,1.0,1,0
28190,5,1.0,2,0
28191,2,1.0,1,0
28192,3,1.0,1,0
28193,11,1.0,0,0
28194,3,1.0,0,0
28195,1,1.0,0,0
28196,4,1.0,1,1
28197,4,1.0,2,0
28198,7,1.0,2,1
28199,4,1.0,0,0
28200,8,1.0,1,0
28201,3,1.0,1,0
28202,8,1.0,0,0
28203,9,1.0,2,0
28204,2,1.0,0,1
28205,3,1.0,1,0
28206,8,1.0,0,0
28207,7,1.0,0,1
28208,5,1.0,2,2
28209,9,1.0,0,0
28210,5,1.0,0,0
28211,5,1.0,2,0
28212,11,1.0,0,0
28213,4,1.0,1,0
28214,5,1.0,0,0
28215,4,1.0,1,1
28216,4,1.0,0,1
28217,5,1.0,1,0
28218,6,1.0,0,2
28219,3,1.0,1,0
28220,5,1.0,0,0
28221,11,1.0,2,1
28222,5,1.0,0,0
28223,6,1.0,2,0
28224,9,1.0,0,0
28225,3,1.0,0,0
28226,7,1.0,1,0
28227,5,1.0,2,0
28228,9,1.0,0,0
28229,4,1.0,1,1
28230,8,1.0,0,0
28231,3,1.0,0,1
28232,5,1.0,0,1
28233,5,1.0,3,0
28234,10,1.0,2,1
28235,8,1.0,4,0
28236,12,1.0,1,2
28237,9,1.0,0,1
28238,4,1.0,0,0
28239,4,1.0,1,1
28240,3,1.0,3,0
28241,3,1.0,0,1
28242,5,1.0,1,1
28243,4,1.0,0,0
28244,6,1.0,0,0
28245,4,1.0,1,0
28246,5,1.0,0,1
28247,5,1.0,0,0
28248,7,1.0,3,1
28249,1,1.0,0,0
28250,5,1.0,2,2
28251,5,1.0,2,1
28252,6,1.0,0,0
28253,3,1.0,0,0
28254,9,1.0,1,1
28255,5,1.0,0,0
28256,5,1.0,0,0
28257,7,1.0,0,2
28258,4,1.0,0,0
28259,7,1.0,1,0
28260,4,1.0,2,1
28261,8,1.0,0,1
28262,4,1.0,0,0
28263,3,1.0,0,0
28264,16,1.0,0,0
28265,11,1.0,0,1
28266,4,1.0,0,0
28267,10,1.0,0,1
28268,6,1.0,0,0
28269,5,1.0,1,0
28270,6,1.0,2,0
28271,2,1.0,1,0
28272,4,1.0,2,0
28273,5,1.0,0,1
28274,10,1.0,0,0
28275,8,1.0,1,0
28276,6,1.0,1,0
28277,7,1.0,1,0
28278,4,1.0,0,0
28279,6,1.0,1,1
28280,3,1.0,0,0
28281,1,1.0,2,0
28282,5,1.0,2,0
28283,5,1.0,1,2
28284,5,1.0,1,0
28285,7,1.0,0,1
28286,4,1.0,1,0
28287,6,1.0,1,0
28288,4,1.0,1,0
28289,3,1.0,0,0
28290,6,1.0,0,0
28291,9,1.0,1,0
28292,4,1.0,0,0
28293,7,1.0,0,0
28294,4,1.0,0,2
28295,6,1.0,0,0
28296,4,1.0,1,0
28297,5,1.0,0,0
28298,3,1.0,1,1
28299,2,1.0,0,0
28300,6,1.0,3,0
28301,9,1.0,4,1
28302,6,1.0,1,0
28303,1,1.0,1,1
28304,3,1.0,1,0
28305,13,1.0,0,0
28306,2,1.0,1,0
28307,7,1.0,4,1
28308,0,1.0,0,0
28309,9,1.0,0,1
28310,10,1.0,0,1
28311,9,1.0,3,0
28312,5,1.0,0,0
28313,2,1.0,5,0
28314,7,1.0,1,0
28315,5,1.0,0,1
28316,7,1.0,1,0
28317,6,1.0,0,0
28318,4,1.0,0,0
28319,4,1.0,1,0
28320,6,1.0,0,1
28321,7,1.0,1,0
28322,5,1.0,2,0
28323,7,1.0,0,0
28324,7,1.0,1,1
28325,7,1.0,1,1
28326,5,1.0,1,1
28327,3,1.0,1,1
28328,2,1.0,1,0
28329,6,1.0,3,1
28330,10,1.0,0,0
28331,5,1.0,3,0
28332,8,1.0,3,0
28333,3,1.0,1,2
28334,8,1.0,0,0
28335,7,1.0,0,0
28336,5,1.0,1,0
28337,11,1.0,0,0
28338,5,1.0,0,0
28339,1,1.0,0,0
28340,4,1.0,1,1
28341,6,1.0,3,0
28342,5,1.0,0,1
28343,7,1.0,1,2
28344,4,1.0,1,0
28345,3,1.0,0,0
28346,6,1.0,3,0
28347,6,1.0,1,0
28348,6,1.0,1,0
28349,4,1.0,0,0
28350,5,1.0,0,1
28351,5,1.0,2,0
28352,7,1.0,0,0
28353,9,1.0,0,0
28354,7,1.0,1,0
28355,6,1.0,3,1
28356,6,1.0,0,0
28357,3,1.0,4,0
28358,7,1.0,0,0
28359,5,1.0,0,0
28360,4,1.0,0,0
28361,3,1.0,1,0
28362,10,1.0,0,0
28363,8,1.0,0,0
28364,3,1.0,1,0
28365,5,1.0,2,1
28366,2,1.0,0,1
28367,10,1.0,4,0
28368,7,1.0,0,0
28369,6,1.0,3,0
28370,3,1.0,3,0
28371,6,1.0,2,0
